channel,start_time,packet_len,packet_content,start_byte,valid_start
mainboardBlue,20.015537,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
bidirectionalExtensionBoard,20.054028875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 96 8D D4 00 C9,0xAA,True
mainboardGrey,20.1223865,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,20.180122,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,20.242012125,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
bidirectionalExtensionBoard,20.251773,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 03 00 00 00 00 00 08 00 1B 72 AF B3 00 00 00 00 00 00 00 00 00 4F 00 EF,0x55,True
mainboardBlue,20.273325375,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,20.372411,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,20.431247375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
wifiOrange,20.464008875,33,AA 20 AC 00 00 00 00 00 02 05 A0 19 80 66 7F 7F 00 00 80 00 00 07 00 00 00 00 00 00 00 00 78 30 61,0xAA,True
mainboardGrey,20.5020445,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
wifiBrown,20.518045875,33,AA 20 AC 00 00 00 00 00 02 05 A0 19 80 66 7F 7F 00 00 80 00 00 07 00 00 00 00 00 00 00 00 78 30 61,0xAA,True
mainboardBlue,20.555534,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,20.662390375,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,20.720063875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,20.781875125,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,20.811998875,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,20.912319125,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,20.9697105,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,21.0318975,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,21.08530775,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
bidirectionalExtensionBoard,21.153354875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 20 45 8F 00 11,0xAA,True
mainboardGrey,21.192258375,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,21.250171375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,21.31168925,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,21.341933125,64,AA 30 40 C4 09 92 09 1A 04 7A 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 13 71,0xAA,True
bidirectionalExtensionBoard,21.351706625,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 01 88 66 7F 7F 00 00 80 00 00 64 44 0C 70 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 D4 00 EF,0x55,True
mainboardGrey,21.44223725,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,21.499421,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,21.561783875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,21.61561425,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,21.7221625,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,21.78012725,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,21.841779625,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,21.87213925,64,AA 30 40 C4 09 92 09 1A 04 7A 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 13 71,0xAA,True
mainboardGrey,21.971927125,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,22.029537375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,22.091664,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,22.145720625,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,22.252022625,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,22.25260525,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 80 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A3 DA 36 00 7C,0xAA,True
mainboardBlue,22.310382,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,22.37157125,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,22.402184125,64,AA 30 40 C4 09 92 09 1A 04 7A 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 13 71,0xAA,True
bidirectionalExtensionBoard,22.449356625,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 84 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 60 00 00 00 00 80 80 80 80 00 00 98 00 EF,0x55,True
mainboardGrey,22.501857875,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,22.560103375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,22.6216585,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,22.67679625,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,22.781906875,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,22.83989125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,22.901442,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,22.932155125,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,23.031951875,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,23.0898145,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,23.151557375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,23.2053355,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,23.311962375,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,23.35176825,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 28 2F 44 00 27,0xAA,True
mainboardBlue,23.369691625,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,23.431378,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,23.462410875,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
wifiOrange,23.46357825,44,AA 2B AC 00 00 00 00 00 02 04 A1 00 01 0A DF 00 00 00 00 00 00 00 00 64 44 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 12 66,0xAA,True
bidirectionalExtensionBoard,23.5493255,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 00 00 01 01 E9 03 50 4F 47 44 1C 00 00 00 00 00 00 00 00 00 D4 00 EF,0x55,True
mainboardGrey,23.561808,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,23.6193185,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,23.681351,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,23.735828625,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,23.841771625,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,23.899980375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,23.961355,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,23.991832375,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,24.091734375,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,24.14957725,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,24.21143025,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,24.26545825,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
mainboardGrey,24.371731875,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,24.429863125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,24.4510335,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B0 B8 BB 00 9E,0xAA,True
mainboardGrey,24.491265875,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,24.5219735,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,24.621836,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,24.648991625,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 42 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 06 00 EF,0x55,True
mainboardBlue,24.679899375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,24.7413525,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,24.795198875,64,AA 31 40 00 4E 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 70 B3,0xAA,True
bidirectionalExtensionBoard,24.875786125,38,AA BC 22 AC 00 00 00 00 00 03 02 40 01 89 66 00 00 00 30 80 00 00 00 00 00 00 00 00 00 00 00 00 00 B1 C6 E0 00 90,0xAA,True
mainboardGrey,24.901589375,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,24.96037675,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,25.0311365,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,25.06175825,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
bidirectionalExtensionBoard,25.072836,44,55 BC 28 AC 00 00 00 00 00 03 02 C0 01 89 66 7F 7F 00 00 80 00 00 64 44 0D 70 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 D3 00 EF,0x55,True
mainboardGrey,25.161616125,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,25.21922475,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,25.281294875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,25.325480375,38,AA BC 22 AC 00 00 00 00 00 03 02 93 80 80 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B2 6C A8 00 EA,0xAA,True
mainboardBlue,25.33544275,64,AA 31 40 00 50 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 3E,0xAA,True
mainboardGrey,25.441399125,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,25.499078875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,25.522821375,44,55 BC 28 AC 00 00 00 00 00 03 02 93 00 00 84 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 60 00 00 00 00 80 80 80 80 00 00 99 00 EF,0x55,True
mainboardGrey,25.561261875,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,25.592125625,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,25.691605625,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,25.749877875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,25.77518975,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 01 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 D3 97 00 83,0xAA,True
mainboardGrey,25.8112245,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,25.86517125,64,AA 31 40 00 50 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 3E,0xAA,True
mainboardGrey,25.971522375,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,26.0307315,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,26.10105225,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,26.1318745,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,26.231412625,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,26.289089875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,26.351084875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,26.4055085,64,AA 31 40 00 50 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 3E,0xAA,True
wifiOrange,26.46327625,44,AA 2B AC 00 00 00 00 00 02 04 A3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 D8 30,0xAA,True
mainboardGrey,26.511514875,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,26.56971625,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,26.631079125,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,26.66214375,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,26.761438625,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,26.81985275,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,26.8811205,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,26.934474875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 01 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 D3 97 00 83,0xAA,True
mainboardBlue,26.935022375,64,AA 31 40 00 50 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 3E,0xAA,True
mainboardGrey,27.041237125,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,27.098732125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,27.132808625,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 01 89 66 7F 7F 00 00 80 00 00 64 44 0D 70 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 D2 00 EF,0x55,True
mainboardGrey,27.160978625,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,27.191752875,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AD 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9F DB,0xAA,True
mainboardGrey,27.2913125,36,AA 20 24 03 50 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C D9,0xAA,True
mainboardBlue,27.349723375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,27.384211875,38,AA BC 22 AC 00 00 00 00 00 03 02 40 01 8A 66 00 00 00 30 80 00 00 00 00 00 00 00 00 00 00 00 00 00 B4 DE DC 00 78,0xAA,True
mainboardGrey,27.410916375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
