channel,start_time,packet_len,packet_content,start_byte,valid_start
bidirectionalExtensionBoard,67.520942625,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 00 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 64 00 00 00 00 80 80 80 80 00 00 18 00 EF,0x55,True
mainboardGrey,67.575414375,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,67.634141875,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,67.705129,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,67.736059875,64,AA 30 40 7E 09 F6 09 BC 02 7A 03 28 29 00 00 01 AF 05 6B 5D 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 D0,0xAA,True
mainboardGrey,67.835387625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,67.893394,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,67.955103,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,68.00936075,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FE 06 02 06 00 79 01 64 00 64 00 F0 64 00 F0 39 28 00 00 00 00 00 00 00 00 00 00 00 A0 29,0xAA,True
mainboardGrey,68.115384875,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,68.173939375,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,68.2448155,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,68.27554725,64,AA 30 40 7E 09 F6 09 BC 02 7A 03 28 29 00 00 01 AF 05 6B 5F 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F2 F0,0xAA,True
mainboardGrey,68.37519175,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
bidirectionalExtensionBoard,68.422664625,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 E6 A9 00 70,0xAA,True
mainboardBlue,68.433459875,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,68.495082125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,68.548875625,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FE 06 02 06 00 79 01 64 00 64 00 F0 64 00 F0 39 28 00 00 00 00 00 00 00 00 00 00 00 A0 29,0xAA,True
bidirectionalExtensionBoard,68.6207485,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 29 00 00 01 EB 05 4E 51 40 43 1E 00 00 00 00 00 00 00 00 00 AE 00 EF,0x55,True
mainboardGrey,68.65535525,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,68.713631375,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
wifiOrange,68.756876,33,AA 20 AC 00 00 00 00 00 02 05 A0 1A 80 66 7F 7F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 99 A9,0xAA,True
mainboardGrey,68.774689625,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,68.806033625,64,AA 30 40 7E 09 F6 09 BC 02 70 03 28 29 00 00 01 AB 05 6B 61 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 80,0xAA,True
wifiBrown,68.810556,33,AA 20 AC 00 00 00 00 00 02 05 A0 1A 80 66 7F 7F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 99 A9,0xAA,True
mainboardGrey,68.905358625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,68.963609125,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,69.024964125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,69.078811875,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FE 06 02 06 00 79 01 64 00 64 00 F0 64 00 F0 39 28 00 00 00 00 00 00 00 00 00 00 00 A0 29,0xAA,True
mainboardGrey,69.18511175,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,69.242413875,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,69.304905125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,69.335983375,64,AA 30 40 7E 09 F6 09 BC 02 70 03 28 29 00 00 01 AB 05 6B 62 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ED 0A,0xAA,True
mainboardGrey,69.435120375,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,69.49280275,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
bidirectionalExtensionBoard,69.521995125,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 31 1E 00 25,0xAA,True
mainboardGrey,69.55473925,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,69.608874375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
mainboardGrey,69.71505675,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
bidirectionalExtensionBoard,69.72068125,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 42 6B 62 00 00 00 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 F9 00 EF,0x55,True
mainboardBlue,69.7725365,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,69.834640625,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,69.865832125,64,AA 30 40 7E 09 F6 09 BC 02 70 03 28 29 00 00 01 AB 05 6B 63 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9E 58,0xAA,True
mainboardGrey,69.965073625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,70.02279825,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,70.084776875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,70.138781,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
mainboardGrey,70.245100875,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,70.30241725,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,70.36471475,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,70.39563775,64,AA 30 40 7E 09 F6 09 BC 02 70 03 28 29 00 00 01 AB 05 6B 65 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AD 47,0xAA,True
mainboardGrey,70.49495,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,70.5529885,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,70.614563375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,70.621402875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D5 29 95 00 2D,0xAA,True
mainboardBlue,70.668146875,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
mainboardGrey,70.775091125,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
bidirectionalExtensionBoard,70.818317375,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 03 00 00 00 00 00 08 61 3E 72 B3 B3 00 00 00 00 00 00 00 00 00 C7 00 EF,0x55,True
mainboardBlue,70.832867625,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,70.89443425,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,70.9253655,64,AA 30 40 7E 09 F6 09 BC 02 70 03 28 29 00 00 01 AB 05 6B 66 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 38 BB,0xAA,True
mainboardGrey,71.025066625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,71.08324125,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,71.144677625,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,71.199357375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
mainboardGrey,71.304827125,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,71.3626225,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,71.42460725,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,71.4551905,64,AA 30 40 7E 09 28 0A BC 02 70 03 28 29 00 00 01 AB 05 6B 68 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0F 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 58,0xAA,True
mainboardGrey,71.554863375,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,71.613118875,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,71.674566875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,71.720730375,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5F FC 50 00 5A,0xAA,True
mainboardBlue,71.72828,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
wifiOrange,71.7566975,44,AA 2B AC 00 00 00 00 00 02 04 A1 00 01 0A DF 00 00 00 00 00 00 00 00 62 43 00 00 00 83 00 00 00 00 00 00 00 00 00 00 00 00 4D EB 38,0xAA,True
mainboardGrey,71.834847875,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,71.89278375,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
bidirectionalExtensionBoard,71.918216875,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 00 89 66 7F 7F 00 00 00 00 00 62 43 0D 00 83 00 00 00 00 00 00 00 01 00 00 00 00 00 00 43 00 EF,0x55,True
mainboardGrey,71.954535125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,71.9857015,64,AA 30 40 7E 09 28 0A BC 02 70 03 28 29 00 00 01 AB 05 6B 69 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 57,0xAA,True
mainboardGrey,72.0849505,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,72.14295675,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,72.2044605,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,72.257902375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
mainboardGrey,72.364795125,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,72.4221615,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,72.484389375,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,72.515820125,64,AA 30 40 7E 09 28 0A BC 02 70 03 28 29 00 00 01 AB 05 6B 6B 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CC B3,0xAA,True
mainboardGrey,72.614632875,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,72.673345625,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,72.734515125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,72.787995875,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
bidirectionalExtensionBoard,72.8200715,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 80 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 22 77 00 34,0xAA,True
mainboardGrey,72.89481025,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,72.952844125,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,73.01439425,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
bidirectionalExtensionBoard,73.018085375,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 00 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 64 00 00 00 00 80 80 80 80 00 00 18 00 EF,0x55,True
mainboardBlue,73.045784125,64,AA 30 40 7E 09 28 0A BC 02 70 03 28 00 00 00 01 AB 05 6B 6B 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3C 72 AD B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 93 1D,0xAA,True
mainboardGrey,73.144617875,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,73.202614875,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,73.26436875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,73.317810375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
wifiBrown,73.323359875,33,AA 20 AC 00 00 00 00 00 00 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9E FB D7,0xAA,True
wifiOrange,73.413993375,41,AA 28 AC 00 00 00 00 00 02 03 C0 00 89 66 7F 7F 00 00 00 00 00 62 43 0D 00 83 00 00 00 00 00 00 00 01 00 00 00 00 9E 29 7D,0xAA,True
mainboardGrey,73.42471275,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,73.482745125,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,73.544171125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,73.575190875,64,AA 30 40 7E 09 5A 0A BC 02 70 03 28 00 00 00 01 AB 05 6B 6B 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3C 72 AD B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 6A,0xAA,True
mainboardGrey,73.674703625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,73.7329205,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,73.794203875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,73.847557375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
bidirectionalExtensionBoard,73.9193935,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 67 28 05 00 2E,0xAA,True
mainboardGrey,73.9546155,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,74.01220725,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,74.074039,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,74.104435375,64,AA 30 40 7E 09 5A 0A BC 02 70 03 28 00 00 00 01 AB 05 6B 6B 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3C 72 AD B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 6A,0xAA,True
bidirectionalExtensionBoard,74.11807475,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 00 00 00 01 E7 05 4E 53 40 43 1E 00 00 00 00 00 00 00 00 00 D9 00 EF,0x55,True
mainboardGrey,74.204496625,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
wifiBrown,74.215548,33,AA 20 AC 00 00 00 00 00 00 03 41 21 01 45 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9E 04 E7,0xAA,True
mainboardBlue,74.26333425,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
wifiOrange,74.304045375,33,AA 20 AC 00 00 00 00 00 02 03 C1 21 01 45 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 00 9E CF F1,0xAA,True
mainboardGrey,74.334351125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
wifiBrown,74.35176625,25,AA 18 AC 00 00 00 00 00 00 03 B1 05 48 00 09 00 39 00 0A 00 42 00 5E A2 AD,0xAA,True
mainboardBlue,74.387526375,64,AA 31 40 00 50 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 DC 5F,0xAA,True
wifiOrange,74.4339435,40,AA 27 AC 00 00 00 00 00 02 03 B1 05 48 00 00 01 64 09 00 00 01 00 39 00 00 01 00 0A 00 00 01 00 42 00 00 01 01 00 EF 43,0xAA,True
mainboardGrey,74.494425,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,74.552564125,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,74.614209125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,74.64555825,64,AA 30 40 7E 09 5A 0A BC 02 70 03 28 00 00 00 01 AB 05 6B 6B 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 3C 72 AD B3 00 01 0A DF 00 0D 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 6A,0xAA,True
mainboardGrey,74.74460675,36,AA 20 24 03 50 66 00 00 00 00 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 44,0xAA,True
mainboardBlue,74.802673625,29,AA 20 1D 05 00 28 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 1D 79,0xAA,True
mainboardGrey,74.8642195,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,74.9182,64,AA 31 40 00 50 26 1B 61 3C 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 10 16 00 00 00 00 02 00 00 00 00 00 FD 07 00 00 00 48 01 64 00 64 00 F0 64 00 F0 00 28 00 00 00 00 00 00 00 00 00 00 00 1B 22,0xAA,True
