Time [s],MideaIR
145.389403000,0
145.389964750,1
145.391552750,0
145.392115250,1
145.393702250,0
145.394265125,1
145.394778000,0
145.395340000,1
145.395852875,0
145.396414625,1
145.396927875,0
145.397489250,1
145.398003500,0
145.398564375,1
145.400153625,0
145.400714000,1
145.401228000,0
145.401764875,1
145.402302875,0
145.402839625,1
145.403378000,0
145.403914875,1
145.404453375,0
145.404989875,1
145.405528375,0
145.406064625,1
145.406603125,0
145.407139875,1
145.407678375,0
145.408238625,1
145.408753500,0
145.409313625,1
145.409828625,0
145.410388750,1
145.411978625,0
145.412538875,1
145.413054375,0
145.413613875,1
145.415204125,0
145.415763250,1
145.417354625,0
145.417913000,1
145.419504250,0
145.420063250,1
145.421654875,0
145.422189750,1
145.423805750,0
145.424339500,1
145.425956125,0
145.426489375,1
145.427030250,0
145.427564250,1
145.429181375,0
145.429714250,1
145.434924000,0
145.439314375,1
145.443731000,0
145.444263250,1
145.445881000,0
145.446389875,1
145.446955750,0
145.447464875,1
145.449106000,0
145.449614750,1
145.451255875,0
145.451764500,1
145.453406250,0
145.453914625,1
145.454481000,0
145.454989500,1
145.455556625,0
145.456064625,1
145.457706625,0
145.458214500,1
145.458781750,0
145.459289625,1
145.460931875,0
145.461439375,1
145.462006625,0
145.462514125,1
145.463082000,0
145.463588875,1
145.464157000,0
145.464664000,1
145.466307375,0
145.466814000,1
145.468457750,0
145.468964000,1
145.469532750,0
145.470039000,1
145.471683250,0
145.472189375,1
145.473833375,0
145.474338875,1
145.475983750,0
145.476488875,1
145.478134000,0
145.478639000,1
145.479209000,0
145.479714000,1
145.481359250,0
145.481864375,1
145.483509875,0
145.484014375,1
145.485660000,0
145.486164625,1
145.486734875,0
145.487239625,1
145.487810000,0
145.488314625,1
145.488885250,0
145.489389500,1
145.489960250,0
145.490464750,1
145.492110625,0
145.492614875,1
145.493185625,0
145.493690000,1
145.494260875,0
145.494765375,1
145.495336000,0
145.495840250,1
145.496411125,0
145.496915375,1
145.497486125,0
145.497990375,1
145.498561250,0
145.499065500,1
145.499636125,0
145.500140500,1
145.500711375,0
145.501215500,1
145.501786375,0
145.502290625,1
145.503936625,0
145.504440875,1
145.505011625,0
145.505516000,1
145.507162125,0
145.507666375,1
145.509312500,0
145.509816375,1
145.511462375,0
145.511966500,1
145.513612625,0
145.514116750,1
145.515762750,0
145.516267000,1
145.517913125,0
145.518417375,1
145.518988125,0
145.519492500,1
145.521138750,0
145.521642750,1
156.861142375,0
156.865563500,1
156.869927250,0
156.870488625,1
156.872078125,0
156.872639625,1
156.873150500,0
156.873713875,1
156.875300500,0
156.875865000,1
156.876378125,0
156.876939375,1
156.878526500,0
156.879090375,1
156.879602500,0
156.880140000,1
156.881751875,0
156.882315375,1
156.883903750,0
156.884465875,1
156.884978375,0
156.885540625,1
156.887128500,0
156.887690750,1
156.888230250,0
156.888766875,1
156.890355250,0
156.890917000,1
156.891430375,0
156.891992000,1
156.893578375,0
156.894142625,1
156.894654375,0
156.895218000,1
156.895732000,0
156.896293125,1
156.897880125,0
156.898442875,1
156.898955500,0
156.899518375,1
156.900031625,0
156.900593500,1
156.902181000,0
156.902743375,1
156.904332500,0
156.904894000,1
156.906481500,0
156.907044250,1
156.908632250,0
156.909194375,1
156.910782250,0
156.911344500,1
156.911857125,0
156.912419750,1
156.914007750,0
156.914569250,1
156.916157125,0
156.916694875,1
156.917233000,0
156.917770375,1
156.918308625,0
156.918845250,1
156.919383250,0
156.919920125,1
156.920458875,0
156.920995125,1
156.921533875,0
156.922070250,1
156.922608875,0
156.923145250,1
156.924758875,0
156.925295375,1
156.926909500,0
156.927446000,1
156.927984375,0
156.928520875,1
156.929060125,0
156.929596125,1
156.930134750,0
156.930694875,1
156.931210625,0
156.931770250,1
156.932285375,0
156.932844625,1
156.933359875,0
156.933919375,1
156.934434750,0
156.934994750,1
156.936585375,0
156.937120375,1
156.938736375,0
156.939270750,1
156.940886750,0
156.941421000,1
156.943037250,0
156.943571125,1
156.945187375,0
156.945721125,1
156.947337625,0
156.947871250,1
156.953081000,0
156.957496375,1
156.961888625,0
156.962397750,1
156.964038125,0
156.964547625,1
156.965113500,0
156.965622750,1
156.967263875,0
156.967772750,1
156.968339000,0
156.968847750,1
156.970489000,0
156.970997750,1
156.971564000,0
156.972072625,1
156.973714375,0
156.974222625,1
156.975864625,0
156.976372750,1
156.976939750,0
156.977447750,1
156.979090375,0
156.979597875,1
156.980165500,0
156.980672875,1
156.982315625,0
156.982822875,1
156.983390750,0
156.983897750,1
156.985541125,0
156.986047750,1
156.986616250,0
156.987122625,1
156.987691500,0
156.988197750,1
156.989842125,0
156.990348000,1
156.990917125,0
156.991423000,1
156.991992500,0
156.992498125,1
156.994142375,0
156.994647750,1
156.996293000,0
156.996798000,1
156.998443000,0
156.998948125,1
157.000593625,0
157.001098250,1
157.002744000,0
157.003248625,1
157.003819125,0
157.004323750,1
157.004894125,0
157.005398500,1
157.005969000,0
157.006473625,1
157.007044250,0
157.007548875,1
157.008119500,0
157.008624000,1
